NAME,TAXONNO,TAXON,NATIVE,HYBRID,ID,Major_group,Family,Genus_hybrid_marker,Genus,Species_hybrid_marker,Infraspecific_rank,Infraspecific_epithet,Authorship,Taxonomic_status_in_TPL,Nomenclatural_status_original,Confidence_level,Source,Source_id,IPNI_id,Publication,Collation,Page,Date,SppID
Orobanche alba,3508,0920  1399,N,,kew-2397009,A,Orobanchaceae,,Orobanche,,,,Stephan ex Willd.,Accepted,,M,WCSP (in review),535536,,Sp. Pl.,3: 450,,1800,255926
Orobanche artemisiae-campestris,10024,0920  1405,N,,kew-2396737,A,Orobanchaceae,,Orobanche,,,,Gaudin,Accepted,,M,WCSP (in review),535265,662134-1,Fl. Helv.,4: 179,,1829,255933
Orobanche caryophyllacea,3509,0920  1400,N,,kew-2396832,A,Orobanchaceae,,Orobanche,,,,Sm.,Accepted,,M,WCSP (in review),535360,662213-1,Trans. Linn. Soc.,4: 169,,1798,255944
Orobanche elatior,7244,0920  1401,N,,kew-2395726,A,Orobanchaceae,,Orobanche,,,,Sutton,Accepted,,M,WCSP (in review),534258,662313-1,Trans. Linn. Soc.,4: 178,,1798,255960
Orobanche hederae,3511,0920  1402,N,,kew-2395692,A,Orobanchaceae,,Orobanche,,,,Duby,Accepted,,M,WCSP (in review),534224,,Bot. Gall.,"ed. 2, 1: 350",,1828,255970
Orobanche minor,3514,0920  1404,N,,kew-2395479,A,Orobanchaceae,,Orobanche,,,,Sm.,Accepted,,M,WCSP (in review),534011,,Engl. Bot.,t. 422,,1797,255990
Orobanche purpurea,7245,0920  1406,N,,kew-2395436,A,Orobanchaceae,,Orobanche,,,,Jacq.,Accepted,,M,WCSP (in review),533968,662628-1,Enum. Stirp. Vindob.,108,,1762,256010
Orobanche rapum-genistae,3521,0920  1408,N,,kew-2395596,A,Orobanchaceae,,Orobanche,,,,Thuill.,Accepted,,M,WCSP (in review),534128,662643-1,Fl. Env. Paris,ed. 2: 317,,1799,256013
Orobanche reticulata,3522,0920  1409,N,,kew-2395592,A,Orobanchaceae,,Orobanche,,,,Wallr.,Accepted,,M,WCSP (in review),534124,662647-1,Orobanches Gen. Diask.,42,,1825,256015
Orthilia secunda,3523,0920  1410,N,,kew-2387708,A,Ericaceae,,Orthilia,,,,(L.) House,Accepted,,M,WCSP (in review),526328,706921-1,Amer. Midl. Naturalist,7: 134,,1921,127738
Osmunda regalis,7246,0910  1411,N,,tro-26602193,P,Osmundaceae,,Osmunda,,,,L.,Accepted,,M,TRO,26602193,305721-2,Sp. Pl.,2: 1065–1066,1065,1753,257979
Otanthus maritimus,3525,0920  1412,N,,gcc-49688,A,Compositae,,Otanthus,,,,(L.) Hoffmanns. & Link,Accepted,,L,TICA,795F4F40-A41A-4C95-A914-5C1E39B1D3A5,235927-1,Fl. Port. ii. 865 (1809).,,,1809,93274
Oxalis acetosella,3526,0920  1413,N,,kew-2394737,A,Oxalidaceae,,Oxalis,,,,L.,Accepted,,M,WCSP (in review),533288,30012601-2,Sp. Pl.,433,,1753,258079
Oxalis articulata,3527,0920  1415,AN,,kew-2394837,A,Oxalidaceae,,Oxalis,,,,Savigny,Accepted,,M,WCSP (in review),533370,374673-1,Encycl.,4: 686,,1798,258109
Oxalis corniculata,3529,0920  1414,AN,,kew-2394644,A,Oxalidaceae,,Oxalis,,,,L.,Accepted,,M,WCSP (in review),533195,177893-2,Sp. Pl.,435,,1753,258177
Oxalis debilis,9813,0920  2519,AN,,kew-2395248,A,Oxalidaceae,,Oxalis,,,,Kunth,Accepted,,L,WCSP (in review),533781,374833-1,Nov. Gen. Sp.,5: 236,,1822,258188
Oxalis exilis,7247,0920  1414.3,AN,,kew-2399925,A,Oxalidaceae,,Oxalis,,,,A.Cunn.,Accepted,,M,WCSP (in review),538430,374902-1,Ann. Nat. Hist.,3: 316,,1839,258229
Oxalis incarnata,3537,0920  2518,AN,,kew-2394981,A,Oxalidaceae,,Oxalis,,,,L.,Accepted,,M,WCSP (in review),533514,375021-1,Sp. Pl.,433,,1753,258291
Oxalis latifolia,3538,0920  2520,AN,,kew-2394973,A,Oxalidaceae,,Oxalis,,,,Kunth,Accepted,,M,WCSP (in review),533506,375051-1,Nov. Gen. Sp.,5: 237,,1822,258316
Oxalis stricta,3541,0920  1416,AN,,kew-2394269,A,Oxalidaceae,,Oxalis,,,,L.,Accepted,,M,WCSP (in review),532821,178499-2,Sp. Pl.,435,,1753,258525
Oxyria digyna,7249,0920  1420,N,,kew-2396529,A,Polygonaceae,,Oxyria,,,,(L.) Hill,Accepted,,M,WCSP (in review),535057,694858-1,Hort. Kew.,158,,1768,285766
Oxytropis campestris,3546,0920  1421,N,,ild-8972,A,Leguminosae,,Oxytropis,,,,(L.) DC.,Accepted,,H,ILDIS,8972,,,,,,187735
Oxytropis halleri,3547,0920  1422,N,,ild-8980,A,Leguminosae,,Oxytropis,,,,Koch,Accepted,,H,ILDIS,8980,,,,,,187838
Paeonia officinalis,62911,0920  3516,AN,,kew-2561028,A,Paeoniaceae,,Paeonia,,,,L.,Accepted,,M,WCSP (in review),696724,711836-1,Sp. Pl.,530,,1753,258614
Panicum capillare,62719,0920  3250,AC,,kew-427592,A,Poaceae,,Panicum,,,,L.,Accepted,,H,WCSP,427592,181618-2,Sp. Pl.,58,,1753,278831
Panicum miliaceum,3549,0920  4435,AC,,kew-429269,A,Poaceae,,Panicum,,,,L.,Accepted,,H,WCSP,429269,412217-1,Sp. Pl.,58,,1753,279013
Papaver argemone,3550,0920  1424,AR,,kew-2560689,A,Papaveraceae,,Papaver,,,,L.,Accepted,,L,WCSP (in review),696402,305858-2,Sp. Pl.,506,,1753,260613
Papaver atlanticum,7250,0920  1425,AN,,kew-2560675,A,Papaveraceae,,Papaver,,,,Coss.,Accepted,,M,WCSP (in review),696388,673414-1,Ill. Fl. Atlant.,1: 11,,1882,260615
Papaver dubium,10025,0920  7046,AR,,kew-2560793,A,Papaveraceae,,Papaver,,,,L.,Accepted,,M,WCSP (in review),696505,673488-1,Sp. Pl.,1196,,1753,260623
Papaver hybridum,3553,0920  1427,AR,,kew-2560734,A,Papaveraceae,,Papaver,,,,L.,Accepted,,M,WCSP (in review),696447,673549-1,Sp. Pl.,506,,1753,260630
Papaver pseudoorientale,63098,0920  4449,AN,,,,,,,,,,,,,,,,,,,,,
Papaver rhoeas,7251,0920  1430,AR,,kew-2561554,A,Papaveraceae,,Papaver,,,,L.,Accepted,,M,WCSP (in review),697233,306058-2,Sp. Pl.,507,,1753,260652
Papaver somniferum,3556,0920  1431,AR,,kew-2561497,A,Papaveraceae,,Papaver,,,,L.,Accepted,,M,WCSP (in review),697176,673724-1,Sp. Pl.,508,,1753,260657
Parapholis incurva,3557,0920  1432,N,,kew-431053,A,Poaceae,,Parapholis,,,,(L.) C.E.Hubb.,Accepted,,H,WCSP,431053,413701-1,"Blumea, Suppl.",3: 14,,1946,279227
Parapholis strigosa,3558,0920  1433,N,,kew-431058,A,Poaceae,,Parapholis,,,,(Dumort.) C.E.Hubb.,Accepted,,H,WCSP,431058,413704-1,"Blumea, Suppl.",3: 14,,1946,279230
Parentucellia viscosa,3559,0920  1434,N,,tro-29201195,A,Orobanchaceae,,Parentucellia,,,,(L.) Caruel,Accepted,,L,TRO,29201195,806705-1,Fl. Ital.,6: 482,482,1885,256055
Parietaria judaica,3561,0920  1435,N,,kew-2546385,A,Urticaceae,,Parietaria,,,,L.,Accepted,,M,WCSP (in review),682217,131067-3,Sp. Pl. ed. 2,1492,,1763,343099
Paris quadrifolia,3562,0920  1436,N,,kew-283886,A,Melanthiaceae,,Paris,,,,L.,Accepted,,H,WCSP,283886,539724-1,Sp. Pl.,367,,1753,209009
Parnassia palustris,3563,0920  1437,N,,kew-2559858,A,Celastraceae,,Parnassia,,,,L.,Accepted,,L,WCSP (in review),695573,792120-1,Sp. Pl.,273,,1753,67801
Parthenocissus inserta,10360,0920  7478,AN,,kew-2554092,A,Vitaceae,,Parthenocissus,,,,(A.Kern.) Fritsch,Accepted,,M,WCSP (in review),689906,184082-2,Excursionsfl. Oesterreich,ed. 3: 789,,1922,346551
Parthenocissus quinquefolia,3565,0920  4381,AN,,kew-2548124,A,Vitaceae,,Parthenocissus,,,,(L.) Planch.,Accepted,,M,WCSP (in review),683945,68399-1,Monogr. Phan.,5: 448,,1887,346553
Pastinaca sativa,3567,0920  1440,N,,kew-2403590,A,Apiaceae,,Pastinaca,,,,L.,Accepted,,M,WCSP (in review),542062,845768-1,Sp. Pl.,262,,1753,18249
Pedicularis palustris,3570,0920  1441,N,,kew-2542534,A,Orobanchaceae,,Pedicularis,,,,L.,Accepted,,M,WCSP (in review),678393,807439-1,Sp. Pl.,607,,1753,256365
Pedicularis sylvatica,3571,0920  1442,N,,kew-2550419,A,Orobanchaceae,,Pedicularis,,,,L.,Accepted,,M,WCSP (in review),686229,807692-1,Sp. Pl.,607,,1753,256476
Pentaglottis sempervirens,3574,0920  1443,AN,,kew-2412586,A,Boraginaceae,,Pentaglottis,,,,(L.) Tausch ex L.H.Bailey,Accepted,,M,WCSP (in review),550900,60457907-2,Man. Cult. Pl.,ed. 2: 837,,1949,44777
Persicaria amphibia,6800,0920  1521,N,,kew-2571959,A,Polygonaceae,,Persicaria,,,,(L.) Delarbre,Accepted,,M,WCSP (in review),705945,30193627-2,Fl. Auvergne,ed. 2: 519,,1800,285774
Persicaria amplexicaulis,6814,0920  2246,AN,,kew-2571966,A,Polygonaceae,,Persicaria,,,,(D.Don) Ronse Decr.,Accepted,,M,WCSP (in review),705952,60438096-2,Bot. J. Linn. Soc.,98: 368,,1988,285775
Persicaria bistorta,6801,0920  1525,N,,kew-2571994,A,Polygonaceae,,Persicaria,,,,(L.) Samp.,Accepted,,M,WCSP (in review),705979,694924-1,Herb. Portug.,41,,1913,285781
Persicaria campanulata,6815,0920  2430,AN,,kew-2571923,A,Polygonaceae,,Persicaria,,,,(Hook.f.) Ronse Decr.,Accepted,,M,WCSP (in review),705910,945897-1,Bot. J. Linn. Soc.,98: 367,,1988,285784
Persicaria hydropiper,6802,0920  1530,N,,kew-2572559,A,Polygonaceae,,Persicaria,,,,(L.) Delarbre,Accepted,,M,WCSP (in review),706541,77069479-1,Fl. Auvergne,ed. 2: 518,,1800,285800
Persicaria lapathifolia,6805,0920  1531,N,,kew-2572508,A,Polygonaceae,,Persicaria,,,,(L.) Delarbre,Accepted,,M,WCSP (in review),706493,77069480-1,Fl. Auvergne,ed. 2: 519,,1800,285804
Persicaria maculosa,6809,0920  1537,N,,kew-2572628,A,Polygonaceae,,Persicaria,,,,Gray,Accepted,,M,WCSP (in review),706606,695052-1,Nat. Arr. Brit. Pl.,2: 269,,1821,285809
Persicaria minor,6806,0920  1534,N,,kew-2572670,A,Polygonaceae,,Persicaria,,,,(Huds.) Opiz,Accepted,,M,WCSP (in review),706647,695060-1,Seznam,72,,1852,285812
Persicaria mitis,63099,0920  1535,N,,kew-2572466,A,Polygonaceae,,Persicaria,,,,(Schrank) Holub,Accepted,,M,WCSP (in review),706451,695067-1,Folia Geobot. Phytotax.,8: 177,,1973,285813
Persicaria vivipara,6813,0920  1543,N,,kew-2572250,A,Polygonaceae,,Persicaria,,,,(L.) Ronse Decr.,Accepted,,L,WCSP (in review),706235,945901-1,Bot. J. Linn. Soc.,98: 368,,1988,285835
Persicaria wallichii,6810,0920  1538,AN,,kew-2572263,A,Polygonaceae,,Persicaria,,,,Greuter & Burdet,Accepted,,M,WCSP (in review),706249,941183-1,Willdenowia,19: 41,,1989,285836
Petasites albus,3577,0920  1445,AN,,gcc-79731,A,Compositae,,Petasites,,,,(L.) Gaertn.,Accepted,,M,TICA,56CD58DD-B886-438C-B85B-6C0F86A09AAE,237345-1,,,406,1791,94374
Petasites fragrans,3578,0920  1446,AN,,gcc-105609,A,Compositae,,Petasites,,,,(Vill.) C.Presl,Accepted,,M,TICA,ACA19E7E-8556-4B14-9B12-A5F35E29055B,237362-1,,,28,1826,94377
Petasites hybridus,7253,0920  1447,N,,gcc-143847,A,Compositae,,Petasites,,,,"(L.) """"G.Gaertn., B.Mey. & Scherb.""""",Accepted,,M,TICA,244C739B-B9F9-40FF-A7AA-FCCBEAF8BF87,237374-1,,,184,1801,94379
Petasites japonicus,3581,0920  1448,AN,,gcc-121974,A,Compositae,,Petasites,,,,(Siebold & Zucc.) Maxim.,Accepted,,M,TICA,9F690966-E3B7-4B1B-ABC2-CAF916439039,1067586-2,,,212,1866,94380
Petrorhagia nanteuilii,3582,0920  1090.1,N,,kew-2409396,A,Caryophyllaceae,,Petrorhagia,,,,(Burnat) P.W.Ball & Heywood,Accepted,,M,WCSP (in review),547804,155978-1,Bull. Brit. Mus. (Nat. Hist.) Bot.,3: 164,,1964,66019
Petrorhagia prolifera,3584,0920  1090.2,AN,,kew-2409389,A,Caryophyllaceae,,Petrorhagia,,,,(L.) P.W.Ball & Heywood,Accepted,,M,WCSP (in review),547797,155983-1,Bull. Brit. Mus. (Nat. Hist.) Bot.,3: 161,,1964,66023
Petroselinum crispum,3585,0920  1449,AR,,kew-2898243,A,Apiaceae,,Petroselinum,,,,(Mill.) Fuss,Accepted,,M,WCSP (in review),1021068,60442790-2,Fl. Transsilv.,254,,1866,18271
Petroselinum segetum,7254,0920  1450,N,,kew-2406772,A,Apiaceae,,Petroselinum,,,,(L.) W.D.J.Koch,Accepted,,M,WCSP (in review),545229,845878-1,Nova Acta Phys.-Med. Acad. Caes. Leop.-Carol. Nat. Cur.,12: 128,,1824,18272
Petunia axillaris x integrifolia (P. x hybrida),11059,0920  7872,AN,H,,,,,,,,,,,,,,,,,,,,
Peucedanum officinale,3586,0920  1451,N,,kew-2403662,A,Apiaceae,,Peucedanum,,,,L.,Accepted,,M,WCSP (in review),542133,846292-1,Sp. Pl.,245,,1753,18339
Peucedanum ostruthium,3587,0920  1452,AR,,kew-2403688,A,Apiaceae,,Peucedanum,,,,(L.) W.D.J.Koch,Accepted,,M,WCSP (in review),542159,846311-1,Nova Acta Phys.-Med. Acad. Caes. Leop.-Carol. Nat. Cur.,12: 95,,1824,18342
Peucedanum palustre,3588,0920  1453,N,,kew-2403630,A,Apiaceae,,Peucedanum,,,,(L.) Moench,Accepted,,M,WCSP (in review),542101,846318-1,Methodus,82,,1794,18344
Phacelia tanacetifolia,7255,0920  4409,AN,,kew-2529862,A,Boraginaceae,,Phacelia,,,,Benth.,Accepted,,M,WCSP (in review),665886,,Trans. Linn. Soc. London,17: 280,,1837,44956
Phalaris aquatica,3589,0920  2647,AN,,kew-433381,A,Poaceae,,Phalaris,,,,L.,Accepted,,H,WCSP,433381,415560-1,Cent. Pl. I,4,,1755,279832
Phalaris arundinacea,3590,0920  1454,N,,kew-433393,A,Poaceae,,Phalaris,,,,L.,Accepted,,H,WCSP,433393,415571-1,Sp. Pl.,55,,1753,279833
Phalaris canariensis,3593,0920  1455,AN,,kew-433438,A,Poaceae,,Phalaris,,,,L.,Accepted,,H,WCSP,433438,415588-1,Sp. Pl.,54,,1753,279836
Phalaris minor,3594,0920  1456,AN,,kew-433505,A,Poaceae,,Phalaris,,,,Retz.,Accepted,,L,WCSP,433505,415632-1,Observ. Bot.,3: 8,,1783,279843
Phalaris paradoxa,3595,0920  1457,AN,,kew-433532,A,Poaceae,,Phalaris,,,,L.,Accepted,,H,WCSP,433532,415647-1,Sp. Pl. ed. 2,1665,,1763,279844
Phegopteris connectilis,7256,0910  2053,N,,tro-26600261,P,Thelypteridaceae,,Phegopteris,,,,(Michx.) Watt,Accepted,,M,TRO,26600261,,Canad. Naturalist & Quart. J. Sci.,n.s. 3: 29,29,1866,339663
Philadelphus coronarius,3597,0920  1458,AN,,kew-2530174,A,Hydrangeaceae,,Philadelphus,,,,L.,Accepted,,M,WCSP (in review),666198,,Sp. Pl.,473,,1753,149243
Philadelphus coronarius x microphyllus x pubescens (P. x virginalis),10768,0920  7484,AN,H,,,,,,,,,,,,,,,,,,,,
Phleum alpinum,3598,0920  1460,N,,kew-433718,A,Poaceae,,Phleum,,,,L.,Accepted,,H,WCSP,433718,415775-1,Sp. Pl.,59,,1753,279861
Phleum arenarium,3599,0920  1459,N,,kew-433735,A,Poaceae,,Phleum,,,,L.,Accepted,,H,WCSP,433735,415780-1,Sp. Pl.,60,,1753,279862
Phleum bertolonii,3600,0920  1461,N,,kew-433748,A,Poaceae,,Phleum,,,,DC.,Accepted,,H,WCSP,433748,415786-1,Cat. Pl. Horti Monsp.,132,,1813,279863
Phleum phleoides,7257,0920  1462,N,,kew-433840,A,Poaceae,,Phleum,,,,(L.) H.Karst.,Accepted,,H,WCSP,433840,,Deut. Fl.,374,,1880,279875
Phleum pratense,9828,0920  1463,N,,kew-433846,A,Poaceae,,Phleum,,,,L.,Accepted,,H,WCSP,433846,415868-1,Sp. Pl.,59,,1753,279876
Phormium tenax,3606,0920  2245,AN,,kew-284248,A,Xanthorrhoeaceae,,Phormium,,,,J.R.Forst. & G.Forst.,Accepted,,H,WCSP,284248,539927-1,Char. Gen. Pl.,24,,1775,348170
Phragmites australis,3607,0920  1465,N,,kew-433921,A,Poaceae,,Phragmites,,,,(Cav.) Trin. ex Steud.,Accepted,,H,WCSP,433921,,Nomencl. Bot.,"ed. 2, 2: 324",,1841,279880
Phyllitis scolopendrium,9718,0910  1466,N,,,,,,,,,,,,,,,,,,,,,
Phyllodoce caerulea,7258,0920  1467,N,,kew-2410042,A,Ericaceae,,Phyllodoce,,,,(L.) Bab.,Accepted,,M,WCSP (in review),548435,1024147-2,Man. Brit. Bot.,194,,1843,127774
Physalis alkekengi,3610,0920  4416,AN,,kew-2549830,A,Solanaceae,,Physalis,,,,L.,Accepted,,M,WCSP (in review),685641,30101830-2,Sp. Pl.,183,,1753,335634
Physospermum cornubiense,3611,0920   616,N,,kew-2402448,A,Apiaceae,,Physospermum,,,,(L.) DC.,Accepted,,M,WCSP (in review),540922,846605-1,Prodr.,4: 246,,1830,18403
Phyteuma orbiculare,3612,0920  1469,N,,kew-355252,A,Campanulaceae,,Phyteuma,,,,L.,Accepted,,H,WCSP,355252,144438-1,Sp. Pl.,170,,1753,62227
Phyteuma spicatum,3613,0920  1468,NA,,kew-354623,A,Campanulaceae,,Phyteuma,,,,L.,Accepted,,H,WCSP,354623,144490-1,Sp. Pl.,171,,1753,62236
Picea abies,3620,0920  1470,AN,,kew-2562738,G,Pinaceae,,Picea,,,,(L.) H.Karst.,Accepted,,H,WCSP,380406,262609-1,Deut. Fl.,325,,1881,265378
Picea sitchensis,3625,0920  2401,AN,,kew-2563578,G,Pinaceae,,Picea,,,,(Bong.) Carrière,Accepted,,H,WCSP,380741,676986-1,Traité Gén. Conif.,260,,1855,265413
Picris echioides,3626,0920  1471,AR,,,,,,,,,,,,,,,,,,,,,
Picris hieracioides,9829,0920  1472,N,,gcc-102955,A,Compositae,,Picris,,,,Sibth. & Sm.,Accepted,,M,TICA,FD47E8DD-6169-4FC1-A251-A03FE4A49A1D,237846-1,Fl. Graec. Prod. ii. 132.,,ii. 132,,94531
Pilosella aurantiaca,5786,0920  4516,AN,,gcc-129064,A,Compositae,,Pilosella,,,,(L.) F.W.Schultz & Sch.Bip.,Accepted,,M,TICA,48BDBDEC-09C0-41FB-9C3B-DB6DCAC1FE90,238000-1,,,426,1862,94586
Pilosella officinarum,3640,0920   976,N,,gcc-25499,A,Compositae,,Pilosella,,,,Vaill.,Accepted,,M,TICA,C535558F-EF30-496C-A778-2F14A7333301,,Vaill. in Königl. Akad. Wiss. Paris Phys. Abh. 5. 1754.,,703,1754,94695
Pilosella peleteriana,3650,0920  3144,N,,gcc-95552,A,Compositae,,Pilosella,,,,(Mérat) F.W.Schultz & Sch.Bip.,Accepted,,M,TICA,63751FCD-C64A-4385-A74A-8F9B9C5B5955,238233-1,,,421,1862,94705
Pilularia globulifera,3660,0910  1474,N,,,,,,,,,,,,,,,,,,,,,
Pimpinella major,3661,0920  1475,N,,kew-2403195,A,Apiaceae,,Pimpinella,,,,(L.) Huds.,Accepted,,M,WCSP (in review),541666,846901-1,Fl. Angl.,110,,1762,18463
Pimpinella saxifraga,3662,0920  1476,N,,kew-2402811,A,Apiaceae,,Pimpinella,,,,L.,Accepted,,M,WCSP (in review),541284,,Sp. Pl.,163,,1753,18492
Pinguicula alpina,3663,0920  1477,NA,,kew-2537533,A,Lentibulariaceae,,Pinguicula,,,,L.,Accepted,,M,WCSP (in review),673429,526412-1,Sp. Pl.,17,,1753,196021
Pinguicula grandiflora,3664,0920  1478,N,,kew-2537605,A,Lentibulariaceae,,Pinguicula,,,,Lam.,Accepted,,M,WCSP (in review),673501,526455-1,Encycl.,3: 22,,1789,196045
Pinguicula lusitanica,3666,0920  1480,N,,kew-2537584,A,Lentibulariaceae,,Pinguicula,,,,L.,Accepted,,M,WCSP (in review),673480,526482-1,Sp. Pl.,17,,1753,196065
Pinguicula vulgaris,3667,0920  1481,N,,kew-2537397,A,Lentibulariaceae,,Pinguicula,,,,L.,Accepted,,M,WCSP (in review),673293,,Sp. Pl.,17,,1753,196090
Pinus contorta,3669,0920  2402,AN,,kew-2561967,G,Pinaceae,,Pinus,,,,Douglas ex Loudon,Accepted,,H,WCSP,379843,30000492-2,Arbor. Frutic. Brit.,4: 2292,,1838,265440
Pinus nigra,3675,0920  1482,AN,,kew-2562349,G,Pinaceae,,Pinus,,,,J.F.Arnold,Accepted,,H,WCSP,380171,677088-1,Reise Mariazell Steyerm.,8,,1785,265499
Pinus pinaster,3680,0920  1483,AN,,kew-2562572,G,Pinaceae,,Pinus,,,,Aiton,Accepted,,H,WCSP,380364,263216-1,Hort. Kew.,3: 367,,1789,265508
Pinus radiata,3684,0920  2414,AN,,kew-2562495,G,Pinaceae,,Pinus,,,,D.Don,Accepted,,H,WCSP,380297,,Trans. Linn. Soc. London,17: 442,,1837,265518
Pinus strobus,3685,0920  2416,AN,,kew-2562165,G,Pinaceae,,Pinus,,,,L.,Accepted,,H,WCSP,380022,263339-1,Sp. Pl.,1001,,1753,265532
Pinus sylvestris,3686,0920  1484,N,,kew-2562297,G,Pinaceae,,Pinus,,,,L.,Accepted,,H,WCSP,380126,263353-1,Sp. Pl.,1000,,1753,265534
Pisum sativum,3689,0920  4365,AC,,ild-7792,A,Leguminosae,,Pisum,,,,L.,Accepted,,H,ILDIS,7792,,,,,,188801
Plantago arenaria,3691,0920  1486,AN,,,,,,,,,,,,,,,,,,,,,
Plantago coronopus,3692,0920  1485,N,,kew-2571444,A,Plantaginaceae,,Plantago,,,,L.,Accepted,,M,WCSP (in review),705431,685048-1,Sp. Pl.,115,,1753,270174
Plantago lanceolata,7261,0920  1487,N,,kew-2569834,A,Plantaginaceae,,Plantago,,,,L.,Accepted,,M,WCSP (in review),703857,321285-2,Sp. Pl.,113,,1753,270217
Plantago major,3693,0920  1488,N,,kew-2569743,A,Plantaginaceae,,Plantago,,,,L.,Accepted,,M,WCSP (in review),703766,321286-2,Sp. Pl.,112,,1753,270227
Plantago maritima,3695,0920  1489,N,,kew-2569772,A,Plantaginaceae,,Plantago,,,,L.,Accepted,,M,WCSP (in review),703795,30063012-2,Sp. Pl.,114,,1753,270228
Plantago media,3696,0920  1490,N,,kew-2569797,A,Plantaginaceae,,Plantago,,,,L.,Accepted,,M,WCSP (in review),703820,685411-1,Sp. Pl.,113,,1753,270230
Platanthera bifolia,3698,0920  1492,N,,kew-157039,A,Orchidaceae,,Platanthera,,,,(L.) Rich.,Accepted,,H,WCSP,157039,651671-1,De Orchid. Eur.,35,,1817,248643
Platanthera chlorantha,3699,0920  1493,N,,kew-157076,A,Orchidaceae,,Platanthera,,,,(Custer) Rchb.,Accepted,,H,WCSP,157076,651693-1,Handb. Gewächsk. ed. 2,2: 1565,,1829,248655
Platanus occidentalis x orientalis (P. x hispanica),10051,0920  2407,AN,H,,,,,,,,,,,,,,,,,,,,
Poa alpina,3705,0920  1494,N,,kew-435085,A,Poaceae,,Poa,,,,L.,Accepted,,H,WCSP,435085,320036-2,Sp. Pl.,67,,1753,280062
Poa angustifolia,3707,0920  1506.2,N,,kew-435167,A,Poaceae,,Poa,,,,L.,Accepted,,L,WCSP,435167,320037-2,Sp. Pl.,67,,1753,280071
Poa annua,3708,0920  1495,N,,kew-435194,A,Poaceae,,Poa,,,,L.,Accepted,,H,WCSP,435194,320035-2,Sp. Pl.,68,,1753,280073
Poa bulbosa,3709,0920  1497,N,,kew-435458,A,Poaceae,,Poa,,,,L.,Accepted,,L,WCSP,435458,320038-2,Sp. Pl.,70,,1753,280114
Poa chaixii,7264,0920  1498,AN,,kew-435556,A,Poaceae,,Poa,,,,Vill.,Accepted,,H,WCSP,435556,,Syst. Pl. Eur.,1: 7,,1786,280127
Poa compressa,3710,0920  1499,N,,kew-435622,A,Poaceae,,Poa,,,,L.,Accepted,,H,WCSP,435622,204172-2,Sp. Pl.,69,,1753,280143
Poa flexuosa,3712,0920  1500,N,,kew-435932,A,Poaceae,,Poa,,,,Sm.,Accepted,,H,WCSP,435932,,Engl. Bot.,t. 1123,,1800,280200
Poa glauca,3713,0920  1501,N,,kew-435996,A,Poaceae,,Poa,,,,Vahl,Accepted,,H,WCSP,435996,204239-2,Fl. Dan.,17: 3,,1790,280213
Poa humilis,9814,0920  1506.5,N,,kew-436146,A,Poaceae,,Poa,,,,Ehrh. ex Hoffm.,Accepted,,H,WCSP,436146,,Deutschl. Fl.,1: 45,,1800,280247
Poa infirma,7265,0920  1502,N,,kew-436189,A,Poaceae,,Poa,,,,Kunth,Accepted,,H,WCSP,436189,417256-1,Nov. Gen. Sp.,1: 158,,1816,280259
Poa nemoralis,3714,0920  1504,N,,kew-436600,A,Poaceae,,Poa,,,,L.,Accepted,,L,WCSP,436600,320039-2,Sp. Pl.,69,,1753,280367
Poa palustris,3715,0920  1505,AN,,kew-436739,A,Poaceae,,Poa,,,,L.,Accepted,,H,WCSP,436739,204398-2,Syst. Nat. ed. 10,2: 874,,1759,280386
Poa pratensis s.l.,7581,0920  1506,N,,,,,,,,,,,,,,,,,,,,,
Poa pratensis s.str.,3716,0920  1506.4,N,,,,,,,,,,,,,,,,,,,,,
Poa trivialis,3720,0920  1507,N,,kew-437547,A,Poaceae,,Poa,,,,L.,Accepted,,H,WCSP,437547,320346-2,Sp. Pl.,67,,1753,280554
Polemonium caeruleum,3722,0920  1508,N,,kew-2566071,A,Polemoniaceae,,Polemonium,,,,L.,Accepted,,M,WCSP (in review),700495,689911-1,Sp. Pl.,162,,1753,283757
Polycarpon tetraphyllum,7266,0920  1509,NA,,kew-2409666,A,Caryophyllaceae,,Polycarpon,,,,(L.) L.,Accepted,,M,WCSP (in review),548070,156239-1,Syst. Nat. ed. 10,2: 881,,1759,66060
Polygala amarella,3724,0920  1510,N,,kew-2565894,A,Polygalaceae,,Polygala,,,,Crantz,Accepted,,M,WCSP (in review),700318,,Stirp. Austr. Fasc.,ed. 2: 438,,1769,284209
Polygala calcarea,3726,0920  1512,N,,kew-2566611,A,Polygalaceae,,Polygala,,,,F.W.Schultz,Accepted,,M,WCSP (in review),701034,691197-1,Flora,20: 752,,1837,284282
Polygala serpyllifolia,3729,0920  1514,N,,kew-2573287,A,Polygalaceae,,Polygala,,,,Hosé,Accepted,,M,WCSP (in review),707264,692322-1,Ann. Bot. (Usteri),21: 39,,1797,284715
Polygala vulgaris,3730,0920  1515,N,,kew-2572044,A,Polygalaceae,,Polygala,,,,L.,Accepted,,M,WCSP (in review),706029,692570-1,Sp. Pl.,702,,1753,284792
Polygonatum multiflorum,3731,0920  1516,N,,kew-284010,A,Asparagaceae,,Polygonatum,,,,(L.) All.,Accepted,,H,WCSP,284010,540189-1,Fl. Pedem.,1: 131,,1785,35842
Polygonatum multiflorum x odoratum (P. x hybridum),3732,0920  1517,AN,H,,,,,,,,,,,,,,,,,,,,
